11,0.18|0.205|0.035|0.064|0.081|0.054|0.057|0.206|0.456|0.132|0.138|0.062|0.905|0.303|0.43|0.081|0.052|0.833|0.033|0.223|0.027|0.023|0.037|0.052|0.076|0.046|0.067|0.039|0.138|0.232|0.022|0.332|0.169|0.012,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
12,0.141|0.161|0.028|0.063|0.029|0.115|0.029|0.209|0.867|0.117|0.04|0.016|0.104|0.044|0.144|0.029|0.029|0.053|0.007|0.016|0.512|0.109|0.053|0.023|0.109|0.028|0.035|0.052|0.1|0.231|0.05|0.054|0.024|0.03,0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
13,0.187|0.513|0.937|0.035|0.291|0.063|0.034|0.15|0.054|0.157|0.045|0.019|0.234|0.352|0.734|0.048|0.028|0.124|0.076|0.046|0.024|0.019|0.095|0.024|0.066|0.022|0.093|0.033|0.073|0.106|0.033|0.07|0.021|0.016,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
14,0.086|0.106|0.028|0.031|0.658|0.112|0.038|0.132|0.041|0.148|0.188|0.183|0.783|0.034|0.204|0.039|0.042|0.082|0.01|0.793|0.043|0.013|0.038|0.046|0.258|0.088|0.194|0.037|0.065|0.086|0.023|0.095|0.054|0.026,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,0.963|0.954|0.037|0.083|0.029|0.109|0.031|0.079|0.08|0.154|0.034|0.011|0.112|0.017|0.406|0.391|0.219|0.134|0.033|0.053|0.047|0.05|0.046|0.074|0.089|0.032|0.033|0.211|0.115|0.474|0.061|0.035|0.035|0.034,1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16,0.262|0.127|0.019|0.058|0.427|0.824|0.076|0.462|0.052|0.152|0.858|0.055|0.695|0.029|0.109|0.064|0.045|0.048|0.009|0.086|0.059|0.015|0.037|0.186|0.309|0.053|0.056|0.027|0.104|0.111|0.03|0.392|0.044|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,0.053|0.1|0.019|0.04|0.078|0.09|0.028|0.759|0.079|0.146|0.033|0.025|0.554|0.198|0.346|0.033|0.037|0.553|0.133|0.144|0.018|0.146|0.041|0.049|0.081|0.047|0.206|0.014|0.066|0.069|0.025|0.119|0.021|0.015,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,0.133|0.165|0.023|0.07|0.024|0.477|0.065|0.085|0.681|0.152|0.312|0.018|0.515|0.028|0.091|0.042|0.093|0.044|0.007|0.014|0.025|0.03|0.026|0.138|0.307|0.058|0.027|0.055|0.097|0.164|0.028|0.152|0.021|0.01,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,0.273|0.308|0.081|0.071|0.058|0.075|0.049|0.113|0.989|0.126|0.085|0.021|0.106|0.027|0.269|0.149|0.068|0.062|0.009|0.025|0.054|0.03|0.027|0.059|0.134|0.048|0.038|0.083|0.263|0.154|0.033|0.06|0.07|0.026,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
20,0.949|0.148|0.023|0.044|0.039|0.044|0.043|0.044|0.372|0.126|0.1|0.011|0.237|0.021|0.3|0.198|0.059|0.17|0.007|0.01|0.043|0.018|0.023|0.045|0.1|0.035|0.033|0.074|0.063|0.218|0.104|0.223|0.028|0.027,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,0.218|0.22|0.02|0.049|0.116|0.26|0.042|0.265|0.55|0.121|0.785|0.032|0.392|0.011|0.152|0.036|0.049|0.068|0.009|0.032|0.065|0.014|0.03|0.043|0.128|0.036|0.067|0.032|0.086|0.116|0.037|0.184|0.022|0.031,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
22,0.267|0.139|0.028|0.071|0.093|0.256|0.074|0.053|0.058|0.175|0.831|0.021|0.304|0.02|0.288|0.064|0.051|0.221|0.054|0.047|0.132|0.014|0.038|0.058|0.852|0.039|0.039|0.092|0.13|0.231|0.089|0.876|0.038|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
23,0.964|0.227|0.022|0.065|0.012|0.234|0.072|0.023|0.093|0.112|0.242|0.011|0.217|0.018|0.194|0.305|0.088|0.136|0.011|0.027|0.023|0.021|0.02|0.046|0.09|0.034|0.024|0.043|0.063|0.156|0.032|0.659|0.02|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24,0.148|0.132|0.039|0.424|0.089|0.038|0.026|0.053|0.04|0.211|0.052|0.024|0.401|0.042|0.35|0.056|0.284|0.305|0.009|0.043|0.097|0.051|0.03|0.041|0.15|0.197|0.596|0.34|0.055|0.534|0.311|0.081|0.033|0.021,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,0.061|0.117|0.019|0.046|0.108|0.31|0.039|0.223|0.036|0.15|0.127|0.036|0.809|0.026|0.141|0.047|0.051|0.059|0.017|0.012|0.057|0.012|0.054|0.048|0.182|0.056|0.692|0.03|0.077|0.077|0.019|0.081|0.016|0.012,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,0.132|0.116|0.065|0.085|0.103|0.155|0.031|0.539|0.041|0.161|0.042|0.028|0.482|0.066|0.218|0.054|0.067|0.181|0.022|0.146|0.049|0.143|0.058|0.058|0.141|0.086|0.114|0.035|0.095|0.162|0.039|0.109|0.035|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,0.13|0.461|0.026|0.041|0.021|0.063|0.026|0.073|0.234|0.905|0.037|0.02|0.408|0.102|0.353|0.064|0.037|0.98|0.056|0.016|0.04|0.014|0.031|0.101|0.112|0.028|0.059|0.032|0.051|0.116|0.035|0.089|0.022|0.015,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,0.068|0.18|0.016|0.078|0.07|0.049|0.026|0.405|0.066|0.158|0.03|0.04|0.342|0.199|0.355|0.045|0.042|0.189|0.127|0.062|0.015|0.153|0.03|0.027|0.123|0.052|0.12|0.014|0.076|0.081|0.025|0.132|0.021|0.014,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,0.102|0.258|0.049|0.281|0.04|0.089|0.037|0.289|0.059|0.209|0.111|0.029|0.332|0.832|0.136|0.057|0.97|0.044|0.03|0.017|0.035|0.231|0.079|0.073|0.507|0.081|0.137|0.711|0.113|0.586|0.064|0.183|0.029|0.014,0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,0.127|0.091|0.023|0.046|0.075|0.093|0.053|0.129|0.035|0.563|0.522|0.028|0.476|0.019|0.174|0.057|0.063|0.056|0.031|0.161|0.025|0.015|0.039|0.086|0.195|0.049|0.104|0.025|0.116|0.071|0.025|0.084|0.035|0.054,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,0.168|0.167|0.03|0.06|0.434|0.055|0.041|0.071|0.066|0.494|0.265|0.019|0.785|0.03|0.312|0.115|0.056|0.465|0.015|0.02|0.031|0.02|0.108|0.026|0.093|0.035|0.076|0.041|0.124|0.291|0.044|0.076|0.042|0.021,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,0.171|0.521|0.026|0.849|0.058|0.197|0.039|0.416|0.066|0.151|0.218|0.035|0.661|0.021|0.08|0.102|0.98|0.058|0.007|0.107|0.037|0.118|0.023|0.049|0.843|0.149|0.082|0.921|0.157|0.32|0.019|0.468|0.02|0.011,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,0.22|0.719|0.075|0.062|0.051|0.047|0.089|0.04|0.275|0.139|0.05|0.037|0.632|0.057|0.2|0.446|0.038|0.167|0.009|0.019|0.014|0.127|0.049|0.016|0.112|0.025|0.078|0.082|0.121|0.15|0.099|0.069|0.035|0.022,0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,0.102|0.652|0.524|0.062|0.065|0.058|0.033|0.55|0.136|0.178|0.053|0.03|0.364|0.844|0.788|0.056|0.039|0.304|0.046|0.033|0.02|0.031|0.086|0.034|0.077|0.026|0.156|0.023|0.092|0.35|0.024|0.097|0.022|0.01,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
35,0.072|0.123|0.024|0.058|0.05|0.076|0.062|0.044|0.025|0.159|0.037|0.051|0.548|0.089|0.153|0.032|0.04|0.113|0.014|0.044|0.03|0.037|0.042|0.065|0.149|0.039|0.541|0.03|0.158|0.104|0.028|0.075|0.04|0.013,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,0.067|0.088|0.032|0.059|0.702|0.162|0.056|0.133|0.035|0.162|0.967|0.162|0.935|0.018|0.455|0.033|0.033|0.193|0.028|0.066|0.032|0.011|0.063|0.11|0.362|0.484|0.697|0.018|0.074|0.081|0.031|0.166|0.027|0.012,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,0.222|0.609|0.042|0.065|0.185|0.084|0.073|0.045|0.08|0.155|0.185|0.155|0.324|0.044|0.589|0.182|0.302|0.308|0.02|0.567|0.021|0.094|0.079|0.147|0.113|0.034|0.525|0.063|0.235|0.422|0.083|0.066|0.083|0.068,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,0.123|0.13|0.028|0.034|0.014|0.029|0.022|0.039|0.214|0.195|0.021|0.01|0.109|0.017|0.753|0.018|0.034|0.91|0.018|0.01|0.018|0.014|0.027|0.016|0.072|0.013|0.019|0.032|0.028|0.101|0.024|0.042|0.008|0.015,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
39,0.08|0.099|0.033|0.032|0.045|0.061|0.07|0.541|0.888|0.719|0.045|0.027|0.197|0.049|0.266|0.08|0.036|0.982|0.154|0.016|0.022|0.015|0.037|0.078|0.095|0.021|0.054|0.027|0.092|0.087|0.028|0.081|0.014|0.015,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
40,0.049|0.101|0.021|0.051|0.097|0.13|0.03|0.163|0.027|0.124|0.127|0.055|0.55|0.026|0.353|0.022|0.025|0.095|0.011|0.173|0.014|0.017|0.063|0.016|0.065|0.086|0.159|0.017|0.072|0.067|0.019|0.088|0.022|0.015,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,0.103|0.087|0.039|0.09|0.1|0.204|0.084|0.578|0.037|0.142|0.094|0.064|0.356|0.04|0.201|0.051|0.169|0.074|0.02|0.332|0.02|0.109|0.054|0.047|0.24|0.093|0.074|0.026|0.076|0.102|0.027|0.12|0.063|0.015,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,0.42|0.15|0.026|0.028|0.067|0.685|0.072|0.084|0.09|0.352|0.862|0.032|0.515|0.024|0.227|0.266|0.053|0.057|0.023|0.052|0.143|0.011|0.027|0.07|0.17|0.037|0.065|0.047|0.063|0.143|0.042|0.127|0.616|0.025,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
43,0.118|0.325|0.027|0.087|0.147|0.227|0.028|0.207|0.098|0.159|0.045|0.021|0.691|0.13|0.17|0.056|0.253|0.138|0.018|0.88|0.068|0.91|0.03|0.172|0.214|0.063|0.092|0.072|0.135|0.17|0.036|0.125|0.037|0.013,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,0.934|0.406|0.06|0.265|0.034|0.139|0.033|0.114|0.12|0.143|0.047|0.016|0.099|0.02|0.39|0.984|0.229|0.118|0.029|0.022|0.103|0.043|0.063|0.033|0.12|0.046|0.029|0.222|0.243|0.931|0.204|0.046|0.051|0.022,1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,0.067|0.085|0.03|0.04|0.143|0.081|0.03|0.084|0.141|0.205|0.304|0.16|0.422|0.024|0.209|0.03|0.039|0.104|0.091|0.023|0.028|0.007|0.032|0.057|0.28|0.035|0.072|0.028|0.077|0.097|0.065|0.08|0.012|0.007,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
46,0.11|0.142|0.041|0.044|0.05|0.048|0.039|0.118|0.052|0.353|0.037|0.028|0.372|0.183|0.286|0.033|0.037|0.64|0.037|0.038|0.039|0.028|0.035|0.08|0.153|0.041|0.157|0.037|0.065|0.129|0.032|0.081|0.052|0.018,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,0.313|0.162|0.018|0.13|0.048|0.619|0.099|0.48|0.085|0.158|0.97|0.045|0.794|0.03|0.097|0.076|0.093|0.059|0.019|0.06|0.35|0.053|0.026|0.093|0.954|0.16|0.109|0.037|0.231|0.143|0.037|0.948|0.044|0.02,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
48,0.152|0.332|0.99|0.031|0.219|0.06|0.04|0.121|0.056|0.193|0.043|0.026|0.239|0.838|0.752|0.051|0.04|0.382|0.341|0.391|0.037|0.016|0.704|0.039|0.095|0.028|0.088|0.039|0.068|0.114|0.034|0.057|0.118|0.039,0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0
49,0.062|0.15|0.022|0.08|0.032|0.037|0.03|0.086|0.037|0.18|0.043|0.038|0.143|0.105|0.095|0.027|0.047|0.191|0.019|0.01|0.024|0.011|0.05|0.103|0.091|0.297|0.046|0.037|0.073|0.102|0.02|0.114|0.025|0.03,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,0.672|0.248|0.016|0.177|0.141|0.314|0.081|0.845|0.202|0.159|0.984|0.042|0.695|0.067|0.136|0.079|0.167|0.079|0.014|0.158|0.033|0.07|0.056|0.081|0.744|0.067|0.116|0.039|0.298|0.177|0.032|0.886|0.109|0.011,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
51,0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5,1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,0.079|0.102|0.038|0.043|0.083|0.088|0.03|0.256|0.584|0.336|0.183|0.025|0.513|0.031|0.223|0.047|0.04|0.083|0.016|0.013|0.03|0.009|0.095|0.056|0.136|0.067|0.173|0.037|0.091|0.067|0.017|0.069|0.019|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
53,0.035|0.078|0.009|0.044|0.016|0.037|0.087|0.041|0.051|0.16|0.05|0.208|0.087|0.008|0.056|0.032|0.039|0.038|0.007|0.022|0.016|0.024|0.026|0.012|0.07|0.025|0.167|0.015|0.146|0.09|0.021|0.109|0.032|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54,0.101|0.337|0.043|0.037|0.047|0.059|0.035|0.104|0.065|0.143|0.035|0.012|0.197|0.035|0.739|0.063|0.045|0.153|0.018|0.012|0.026|0.023|0.033|0.019|0.069|0.028|0.025|0.051|0.056|0.135|0.04|0.043|0.022|0.015,0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
55,0.068|0.108|0.029|0.031|0.037|0.108|0.058|0.043|0.036|0.154|0.063|0.048|0.375|0.019|0.384|0.025|0.037|0.093|0.024|0.011|0.032|0.012|0.215|0.025|0.125|0.043|0.201|0.04|0.067|0.102|0.028|0.06|0.028|0.021,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56,0.246|0.336|0.204|0.043|0.065|0.085|0.036|0.062|0.174|0.168|0.071|0.007|0.204|0.086|0.685|0.097|0.094|0.151|0.023|0.034|0.197|0.07|0.075|0.026|0.18|0.039|0.062|0.212|0.119|0.32|0.106|0.05|0.046|0.055,0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
57,0.076|0.106|0.022|0.047|0.039|0.106|0.138|0.086|0.413|0.176|0.046|0.032|0.873|0.019|0.794|0.049|0.034|0.088|0.011|0.012|0.038|0.014|0.03|0.019|0.157|0.058|0.162|0.03|0.058|0.096|0.028|0.079|0.018|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
58,0.058|0.074|0.02|0.039|0.11|0.081|0.039|0.245|0.049|0.192|0.05|0.048|0.358|0.28|0.147|0.04|0.065|0.168|0.035|0.032|0.019|0.024|0.05|0.072|0.09|0.052|0.508|0.014|0.096|0.092|0.028|0.108|0.024|0.01,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59,0.176|0.095|0.018|0.049|0.041|0.144|0.082|0.04|0.085|0.202|0.077|0.042|0.64|0.014|0.256|0.019|0.031|0.054|0.011|0.015|0.151|0.012|0.023|0.023|0.356|0.051|0.144|0.029|0.046|0.102|0.026|0.085|0.015|0.014,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
60,0.185|0.691|0.062|0.028|0.048|0.04|0.026|0.062|0.054|0.286|0.046|0.021|0.169|0.186|0.773|0.131|0.032|0.169|0.034|0.029|0.05|0.039|0.086|0.025|0.095|0.04|0.079|0.039|0.131|0.563|0.104|0.081|0.028|0.015,0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
61,0.261|0.109|0.019|0.031|0.022|0.116|0.054|0.026|0.049|0.12|0.26|0.013|0.633|0.028|0.379|0.026|0.026|0.36|0.046|0.015|0.044|0.019|0.02|0.07|0.484|0.023|0.041|0.025|0.046|0.121|0.122|0.705|0.017|0.014,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
62,0.169|0.17|0.023|0.1|0.162|0.044|0.067|0.091|0.135|0.293|0.046|0.023|0.659|0.03|0.522|0.157|0.046|0.627|0.025|0.271|0.027|0.026|0.637|0.064|0.187|0.032|0.215|0.033|0.131|0.209|0.045|0.193|0.058|0.016,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
63,0.103|0.166|0.025|0.071|0.031|0.072|0.058|0.107|0.963|0.129|0.034|0.019|0.291|0.018|0.174|0.054|0.055|0.043|0.01|0.013|0.06|0.026|0.021|0.053|0.133|0.034|0.05|0.042|0.099|0.108|0.043|0.077|0.028|0.025,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
64,0.149|0.137|0.036|0.116|0.041|0.053|0.052|0.037|0.564|0.131|0.285|0.012|0.197|0.034|0.246|0.043|0.081|0.216|0.009|0.017|0.055|0.02|0.03|0.033|0.099|0.058|0.073|0.088|0.058|0.341|0.034|0.053|0.031|0.016,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
65,0.265|0.326|0.039|0.131|0.033|0.1|0.044|0.155|0.941|0.141|0.037|0.025|0.12|0.023|0.255|0.074|0.067|0.142|0.008|0.018|0.067|0.044|0.031|0.067|0.153|0.035|0.028|0.116|0.075|0.318|0.045|0.039|0.035|0.033,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
66,0.449|0.316|0.092|0.248|0.026|0.028|0.034|0.023|0.062|0.122|0.035|0.014|0.093|0.019|0.238|0.086|0.631|0.099|0.009|0.015|0.204|0.019|0.034|0.039|0.086|0.076|0.028|0.885|0.081|0.825|0.043|0.032|0.077|0.025,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
